CTranspath_name_1shot_bacc,CTranspath_name_2shot_bacc,CTranspath_name_4shot_bacc,CTranspath_name_8shot_bacc,CTranspath_name_16shot_bacc,CTranspath_name_32shot_bacc,CTranspath_name_64shot_bacc,CTranspath_name_128shot_bacc,CTranspath_name_256shot_bacc,UNI_name_1shot_bacc,UNI_name_2shot_bacc,UNI_name_4shot_bacc,UNI_name_8shot_bacc,UNI_name_16shot_bacc,UNI_name_32shot_bacc,UNI_name_64shot_bacc,UNI_name_128shot_bacc,UNI_name_256shot_bacc,Gigapath_name_1shot_bacc,Gigapath_name_2shot_bacc,Gigapath_name_4shot_bacc,Gigapath_name_8shot_bacc,Gigapath_name_16shot_bacc,Gigapath_name_32shot_bacc,Gigapath_name_64shot_bacc,Gigapath_name_128shot_bacc,Gigapath_name_256shot_bacc,Conch-v1.5_name_1shot_bacc,Conch-v1.5_name_2shot_bacc,Conch-v1.5_name_4shot_bacc,Conch-v1.5_name_8shot_bacc,Conch-v1.5_name_16shot_bacc,Conch-v1.5_name_32shot_bacc,Conch-v1.5_name_64shot_bacc,Conch-v1.5_name_128shot_bacc,Conch-v1.5_name_256shot_bacc,ZN-path_name_1shot_bacc,ZN-path_name_2shot_bacc,ZN-path_name_4shot_bacc,ZN-path_name_8shot_bacc,ZN-path_name_16shot_bacc,ZN-path_name_32shot_bacc,ZN-path_name_64shot_bacc,ZN-path_name_128shot_bacc,ZN-path_name_256shot_bacc
0.5735233207275346,0.5509994597514857,0.5893233387358184,0.6751755807671529,0.6573586349720872,0.6803979830722132,0.6860683414370611,0.7217134882045741,0.7188164055465514,0.6396429857734558,0.580121105708626,0.5681478480100847,0.6909328291013866,0.6408067711147127,0.7115162974968485,0.7108274806410949,0.7154601116513596,0.755276427156492,0.3811903475598776,0.4127948856473978,0.5511255177381595,0.6766972807491446,0.7117526562218621,0.6648793444984693,0.7252993877183505,0.7487956960201693,0.7236786421754007,0.5118111831442463,0.4977219520979651,0.5778295515937332,0.6551548712407708,0.5898815955339456,0.5475148568341437,0.7036624347199711,0.7071335314244552,0.686180893210877,0.5562916441563119,0.5984310282730055,0.620563209076175,0.7068994237349181,0.6630312443724113,0.7337475238609761,0.72923194669548,0.7500720331352422,0.7578268503511616
0.5772690437601297,0.5878038897893031,0.5651292094363407,0.6354673149648838,0.5743809652440123,0.6897735458310823,0.726580226904376,0.6817778678191968,0.712450477219521,0.4703898793444985,0.4984377813794345,0.6276157032234828,0.5773883486403746,0.7257698541329012,0.7162817396002161,0.7376845849090581,0.7266882766072393,0.7617639113992436,0.6053079416531604,0.4597807491446065,0.5701917882225824,0.6107059247253737,0.6660498829461552,0.7040000900414191,0.7357171799027553,0.7042319466954798,0.7126845849090582,0.527955609580407,0.5715874302179003,0.5308526922384297,0.6184629929767693,0.6006325409688457,0.67715874302179,0.6645326850351162,0.638494957680533,0.6497253736718891,0.500423194669548,0.5755154871240771,0.6573698901494687,0.6485886007563479,0.7691855753646677,0.698462542769674,0.7691765712227625,0.762923194669548,0.7652395101746804
0.4970398883486403,0.6558301818836665,0.6546708986133621,0.7341031874662345,0.6827142985773456,0.723102377093463,0.7052741761210157,0.7106001260579866,0.7175423194669548,0.6810958040698721,0.5263483702503151,0.52243156852152,0.6276314604718171,0.6588735818476499,0.71824239150009,0.7549342697640915,0.7462565280028813,0.7335179182423914,0.4905163875382676,0.6095263821357825,0.6923217179902755,0.588832613001981,0.6875765352061949,0.6519066270484423,0.738501710786962,0.7290023410768953,0.7191608139744282,0.515356564019449,0.5570119755087339,0.5500540248514316,0.6310687916441563,0.5952120475418693,0.6294593012785881,0.6116356023770935,0.6780771654961282,0.6270326850351162,0.6681253376553214,0.4140397082658023,0.633175760849991,0.7103772735458311,0.7207838105528543,0.7374572303259499,0.7550490725733837,0.7648996038177562,0.7672069151809833
0.614390869800108,0.6467044840626688,0.5417341977309562,0.6850193589050964,0.6895236808932109,0.661878714208536,0.6847920043219882,0.7033067711147127,0.722636412749865,0.5507315865298037,0.6551728795245813,0.6204033855573564,0.6991401044480461,0.5662659823518819,0.7465941833243291,0.7224023050603277,0.7380334954078877,0.7490275526742302,0.5806073293715109,0.513607509454349,0.6532955159373312,0.5930127858815055,0.6093102827300558,0.6381415451107509,0.7089816315505133,0.6768008283810553,0.6822370790563659,0.6315482622006123,0.6348910498829461,0.5816923284710966,0.6140622186205654,0.5560777957860616,0.6516837745362867,0.6280749144606519,0.634438591752206,0.6556275886907978,0.5280253916801728,0.6222920043219882,0.6691428056906177,0.6945232306861157,0.675889159013146,0.7497253736718891,0.7525031514496668,0.7808661984512876,0.780170628489105
0.6046708986133621,0.6806050783360346,0.5845466414550693,0.6007563479200432,0.7305127858815055,0.6942801188546732,0.7200882405906717,0.7103660183684495,0.7274986493787142,0.6435530343958221,0.5389496668467495,0.5974068071312804,0.6366063389159013,0.7203336034575905,0.7160318746623446,0.7358387358184765,0.6437038537727355,0.7469498469295877,0.5624054565099946,0.5855911219160814,0.6344115793264902,0.6559674950477219,0.6485525841887269,0.737691338015487,0.7288875382676031,0.661293444984693,0.7353705204394021,0.5140689717269944,0.4958963623266702,0.6231158833063208,0.6160363767332973,0.6303844768593554,0.6489240050423195,0.6478750225103548,0.651107509454349,0.6862956960201693,0.5364667747163695,0.5540901314604718,0.5851139023951017,0.6752768773635873,0.7096997118674591,0.7205519538987935,0.756906176841347,0.6969475958941114,0.7767017828200973
0.5495025211597334,0.5359467855213398,0.4726386637853412,0.6610525841887268,0.608169007743562,0.6996038177561679,0.6997118674590311,0.7263416171438862,0.7071267783180263,0.3956847649918962,0.6150954439041959,0.5977827300558257,0.6869822618404466,0.6918602557176301,0.6940527642715649,0.7342044840626688,0.7592157392400505,0.7397667927246534,0.6588443183864577,0.4543490005402485,0.4615343057806591,0.6461304700162074,0.6364037457230326,0.6924342697640915,0.6646452368089321,0.6848978029893751,0.7258801548712408,0.5314919863137043,0.518926706284891,0.534670448406267,0.5905569061768414,0.6184764991896272,0.5845623987034037,0.6707973167657122,0.6361763911399243,0.6577120475418693,0.3961507293354943,0.6187893931208356,0.6446492886727895,0.6550355663605258,0.697748964523681,0.7411736898973528,0.7393008283810553,0.7606068791644156,0.7761187646317306
0.5981721591932289,0.6398725913920403,0.6526021970106248,0.6338465694219341,0.6690640194489466,0.68965874302179,0.723793444984693,0.7027282549972989,0.7160386277687736,0.6330316945795066,0.5225081037277147,0.5772240230506033,0.6000360165676211,0.6998356744102288,0.7148883486403745,0.7249549792904737,0.7006460471817035,0.7349068071312803,0.3897285251215559,0.5273275706825139,0.5833828561138124,0.637549522780479,0.6896452368089321,0.6557333873581848,0.7126800828381055,0.6955474518278408,0.7038852872321268,0.5230393481001261,0.6083670988654781,0.6076805330452008,0.6243697100666306,0.6027237529263462,0.6741446065189988,0.702271294795606,0.6600283630470016,0.6709053664685756,0.599795155771655,0.5420696020169278,0.5811543309922564,0.6616265982351882,0.7427876823338736,0.7727624707365388,0.7497253736718891,0.724725373671889,0.7731113812353683
0.3619620025211597,0.6323383756528003,0.6412637313164056,0.7196290293535026,0.7126800828381055,0.6459053664685755,0.679691157932649,0.7085134161714388,0.719046011165136,0.5651899873942013,0.6389541689177021,0.4744417432018729,0.6050490725733837,0.6964726274086079,0.7277327570682515,0.737569782099766,0.726573473797947,0.7514586709886548,0.6214636232667027,0.481651809832523,0.6276134521880066,0.6462250135062129,0.6642085359265262,0.7299297676931389,0.7497253736718891,0.7410386277687736,0.7034215739240051,0.5434764991896273,0.5333670988654782,0.5626710786962003,0.635595623987034,0.630861696380335,0.6689289573203674,0.60505132360886,0.6430082838105529,0.6687061048082118,0.6115162974968485,0.63074239150009,0.6034103187466234,0.5829484062668827,0.7101319106789123,0.7907077255537547,0.7704484062668828,0.7403520619484963,0.7637335674410228
0.5429700162074554,0.5398298217179902,0.6543264901854853,0.6619800108049703,0.6434697460831983,0.720090491626148,0.682131280388979,0.7077052944354403,0.7203223482802088,0.5982419412929948,0.5949554294975689,0.5567846209256258,0.6884927066450568,0.6519156311903476,0.6865298037097065,0.7174252656221862,0.7038875382676031,0.7454371510895011,0.5873334233747525,0.603851521699982,0.5905726634251756,0.6446222762470737,0.7501935890509634,0.7089771294795606,0.729472807491446,0.7107126778318027,0.7305082838105529,0.5367323969025752,0.5593305420493426,0.5944759589411128,0.5041103907797587,0.6331577525661805,0.6643053304520079,0.6324689357104267,0.6957905636592833,0.6749549792904737,0.5574261660363767,0.6160116153430578,0.6585111651359625,0.6778385557356383,0.66999144606519,0.7385062128579146,0.7321335314244553,0.7394246353322529,0.7593305420493427
0.5114690257518458,0.50965018908698,0.6456712587790383,0.6430127858815056,0.6009972087160094,0.6779511075094543,0.7053889789303079,0.7143030794165316,0.7233342337475239,0.5210134161714388,0.6038830361966505,0.6806185845488925,0.6074621826039979,0.7118697100666307,0.6917386998019088,0.7128038897893031,0.7527327570682514,0.7227512155591572,0.5293107329371511,0.6111426256077795,0.6249212137583289,0.700303889789303,0.6229763191067891,0.724837925445705,0.764665496128219,0.6685755447505852,0.7402350081037277,0.5535633891590132,0.5767040338555736,0.597269493967225,0.6343282910138663,0.5824756888168557,0.6634882045741041,0.6479853232486943,0.6692823698901496,0.6668535026112011,0.5310327750765352,0.585221952097965,0.7002993877183504,0.6960066630650099,0.6443859175220601,0.7893188366648658,0.769406176841347,0.7606068791644156,0.7777395101746803
